base,probe,time
7f4cb6ef21c0,7f4c4fe3c080,260
7f4cb6ef21c0,7f4c95ad9080,262
7f4cb6ef21c0,7f4cb7d0c740,432
7f4ca5859840,7f4c60ccaa40,278
7f4ca5859840,7f4cbe960500,276
7f4ca5859840,7f4c5b5e2400,270
7f4ca5859840,7f4ca13a02c0,262
7f4ca5859840,7f4c7bb6f600,262
7f4ca5859840,7f4cafd9fa40,270
7f4ca5859840,7f4c6b1bbb40,270
7f4ca5859840,7f4c84cfba00,278
7f4ca5859840,7f4c8d2d1fc0,260
7f4ca5859840,7f4cc271d9c0,268
7f4ca5859840,7f4c519d8000,262
7f4ca5859840,7f4c74d711c0,274
7f4ca5859840,7f4cc10caf40,262
7f4ca5859840,7f4c7a035640,270
7f4ca5859840,7f4c906127c0,262
7f4ca5859840,7f4cc43ab040,268
7f4ca5859840,7f4c83703f80,262
7f4ca5859840,7f4c63c4f4c0,434
7f4c5336a640,7f4c60ccaa40,272
7f4c5336a640,7f4cbe960500,432
7f4c78c560c0,7f4c60ccaa40,270
7f4c78c560c0,7f4cbe960500,432
7f4c9e2d3600,7f4c60ccaa40,272
7f4c9e2d3600,7f4cbe960500,278
7f4c9e2d3600,7f4c5b5e2400,278
7f4c9e2d3600,7f4ca13a02c0,264
7f4c9e2d3600,7f4c7bb6f600,262
7f4c9e2d3600,7f4cafd9fa40,270
7f4c9e2d3600,7f4c6b1bbb40,430
7f4c77785ac0,7f4c60ccaa40,262
7f4c77785ac0,7f4cbe960500,260
7f4c77785ac0,7f4c5b5e2400,260
7f4c77785ac0,7f4ca13a02c0,270
7f4c77785ac0,7f4c7bb6f600,270
7f4c77785ac0,7f4cafd9fa40,262
7f4c77785ac0,7f4c6b1bbb40,262
7f4c77785ac0,7f4c84cfba00,262
7f4c77785ac0,7f4c8d2d1fc0,272
7f4c77785ac0,7f4cc271d9c0,262
7f4c77785ac0,7f4c519d8000,278
7f4c77785ac0,7f4c74d711c0,262
7f4c77785ac0,7f4cc10caf40,270
7f4c77785ac0,7f4c7a035640,262
7f4c77785ac0,7f4c906127c0,270
7f4c77785ac0,7f4cc43ab040,434
7f4cadfae200,7f4c60ccaa40,270
7f4cadfae200,7f4cbe960500,270
7f4cadfae200,7f4c5b5e2400,270
7f4cadfae200,7f4ca13a02c0,262
7f4cadfae200,7f4c7bb6f600,262
7f4cadfae200,7f4cafd9fa40,270
7f4cadfae200,7f4c6b1bbb40,270
7f4cadfae200,7f4c84cfba00,272
7f4cadfae200,7f4c8d2d1fc0,262
7f4cadfae200,7f4cc271d9c0,270
7f4cadfae200,7f4c519d8000,264
7f4cadfae200,7f4c74d711c0,278
7f4cadfae200,7f4cc10caf40,262
7f4cadfae200,7f4c7a035640,278
7f4cadfae200,7f4c906127c0,262
7f4cadfae200,7f4cc43ab040,262
7f4cadfae200,7f4c83703f80,262
7f4cadfae200,7f4c63c4f4c0,272
7f4cadfae200,7f4c8c9cd200,262
7f4cadfae200,7f4cb15773c0,262
7f4cadfae200,7f4c54bd4680,270
7f4cadfae200,7f4c8b5b7040,270
7f4cadfae200,7f4c4fe3c080,262
7f4cadfae200,7f4c95ad9080,262
7f4cadfae200,7f4cb7d0c740,270
7f4cadfae200,7f4c9126a300,264
7f4cadfae200,7f4c61c95380,262
7f4cadfae200,7f4c7b9b9640,272
7f4cadfae200,7f4c51bbdc80,262
7f4cadfae200,7f4c52fe4f80,262
7f4cadfae200,7f4c94298f80,278
7f4cadfae200,7f4cb4896340,432
7f4c93cc0040,7f4c60ccaa40,264
7f4c93cc0040,7f4cbe960500,262
7f4c93cc0040,7f4c5b5e2400,262
7f4c93cc0040,7f4ca13a02c0,270
7f4c93cc0040,7f4c7bb6f600,272
7f4c93cc0040,7f4cafd9fa40,262
7f4c93cc0040,7f4c6b1bbb40,262
7f4c93cc0040,7f4c84cfba00,262
7f4c93cc0040,7f4c8d2d1fc0,270
7f4c93cc0040,7f4cc271d9c0,262
7f4c93cc0040,7f4c519d8000,430
7f4c6f9d1180,7f4c60ccaa40,262
7f4c6f9d1180,7f4cbe960500,264
7f4c6f9d1180,7f4c5b5e2400,262
7f4c6f9d1180,7f4ca13a02c0,270
7f4c6f9d1180,7f4c7bb6f600,278
7f4c6f9d1180,7f4cafd9fa40,262
7f4c6f9d1180,7f4c6b1bbb40,262
7f4c6f9d1180,7f4c84cfba00,266
7f4c6f9d1180,7f4c8d2d1fc0,290
7f4c6f9d1180,7f4cc271d9c0,262
7f4c6f9d1180,7f4c519d8000,272
7f4c6f9d1180,7f4c74d711c0,264
7f4c6f9d1180,7f4cc10caf40,270
7f4c6f9d1180,7f4c7a035640,262
7f4c6f9d1180,7f4c906127c0,270
7f4c6f9d1180,7f4cc43ab040,278
7f4c6f9d1180,7f4c83703f80,270
7f4c6f9d1180,7f4c63c4f4c0,264
7f4c6f9d1180,7f4c8c9cd200,290
7f4c6f9d1180,7f4cb15773c0,284
7f4c6f9d1180,7f4c54bd4680,272
7f4c6f9d1180,7f4c8b5b7040,272
7f4c6f9d1180,7f4c4fe3c080,270
7f4c6f9d1180,7f4c95ad9080,270
7f4c6f9d1180,7f4cb7d0c740,262
7f4c6f9d1180,7f4c9126a300,272
7f4c6f9d1180,7f4c61c95380,282
7f4c6f9d1180,7f4c7b9b9640,268
7f4c6f9d1180,7f4c51bbdc80,284
7f4c6f9d1180,7f4c52fe4f80,446
7f4ca7633980,7f4c60ccaa40,272
7f4ca7633980,7f4cbe960500,270
7f4ca7633980,7f4c5b5e2400,270
7f4ca7633980,7f4ca13a02c0,262
7f4ca7633980,7f4c7bb6f600,260
7f4ca7633980,7f4cafd9fa40,270
7f4ca7633980,7f4c6b1bbb40,270
7f4ca7633980,7f4c84cfba00,274
7f4ca7633980,7f4c8d2d1fc0,262
7f4ca7633980,7f4cc271d9c0,270
7f4ca7633980,7f4c519d8000,262
7f4ca7633980,7f4c74d711c0,278
7f4ca7633980,7f4cc10caf40,262
7f4ca7633980,7f4c7a035640,278
7f4ca7633980,7f4c906127c0,262
7f4ca7633980,7f4cc43ab040,264
7f4ca7633980,7f4c83703f80,264
7f4ca7633980,7f4c63c4f4c0,272
7f4ca7633980,7f4c8c9cd200,262
7f4ca7633980,7f4cb15773c0,262
7f4ca7633980,7f4c54bd4680,272
7f4ca7633980,7f4c8b5b7040,272
7f4ca7633980,7f4c4fe3c080,260
7f4ca7633980,7f4c95ad9080,262
7f4ca7633980,7f4cb7d0c740,270
7f4ca7633980,7f4c9126a300,262
7f4ca7633980,7f4c61c95380,262
7f4ca7633980,7f4c7b9b9640,272
7f4ca7633980,7f4c51bbdc80,262
7f4ca7633980,7f4c52fe4f80,262
7f4ca7633980,7f4c94298f80,430
7f4c54c1ef80,7f4c60ccaa40,270
7f4c54c1ef80,7f4cbe960500,270
7f4c54c1ef80,7f4c5b5e2400,270
7f4c54c1ef80,7f4ca13a02c0,262
7f4c54c1ef80,7f4c7bb6f600,264
7f4c54c1ef80,7f4cafd9fa40,270
7f4c54c1ef80,7f4c6b1bbb40,270
7f4c54c1ef80,7f4c84cfba00,272
7f4c54c1ef80,7f4c8d2d1fc0,264
7f4c54c1ef80,7f4cc271d9c0,270
7f4c54c1ef80,7f4c519d8000,262
7f4c54c1ef80,7f4c74d711c0,430
7f4c6f2afc80,7f4c60ccaa40,430
7f4cb8580840,7f4c60ccaa40,262
7f4cb8580840,7f4cbe960500,262
7f4cb8580840,7f4c5b5e2400,264
7f4cb8580840,7f4ca13a02c0,272
7f4cb8580840,7f4c7bb6f600,270
7f4cb8580840,7f4cafd9fa40,262
7f4cb8580840,7f4c6b1bbb40,262
7f4cb8580840,7f4c84cfba00,264
7f4cb8580840,7f4c8d2d1fc0,268
7f4cb8580840,7f4cc271d9c0,262
7f4cb8580840,7f4c519d8000,272
7f4cb8580840,7f4c74d711c0,262
7f4cb8580840,7f4cc10caf40,278
7f4cb8580840,7f4c7a035640,264
7f4cb8580840,7f4c906127c0,270
7f4cb8580840,7f4cc43ab040,272
7f4cb8580840,7f4c83703f80,272
7f4cb8580840,7f4c63c4f4c0,262
7f4cb8580840,7f4c8c9cd200,270
7f4cb8580840,7f4cb15773c0,270
7f4cb8580840,7f4c54bd4680,264
7f4cb8580840,7f4c8b5b7040,262
7f4cb8580840,7f4c4fe3c080,270
7f4cb8580840,7f4c95ad9080,272
7f4cb8580840,7f4cb7d0c740,262
7f4cb8580840,7f4c9126a300,432
7f4cb8b44c40,7f4c60ccaa40,264
7f4cb8b44c40,7f4cbe960500,262
7f4cb8b44c40,7f4c5b5e2400,264
7f4cb8b44c40,7f4ca13a02c0,432
7f4c76335800,7f4c60ccaa40,262
7f4c76335800,7f4cbe960500,260
7f4c76335800,7f4c5b5e2400,262
7f4c76335800,7f4ca13a02c0,430
7f4c9a97a300,7f4c60ccaa40,262
7f4c9a97a300,7f4cbe960500,260
7f4c9a97a300,7f4c5b5e2400,260
7f4c9a97a300,7f4ca13a02c0,272
7f4c9a97a300,7f4c7bb6f600,272
7f4c9a97a300,7f4cafd9fa40,262
7f4c9a97a300,7f4c6b1bbb40,262
7f4c9a97a300,7f4c84cfba00,264
7f4c9a97a300,7f4c8d2d1fc0,270
7f4c9a97a300,7f4cc271d9c0,262
7f4c9a97a300,7f4c519d8000,278
7f4c9a97a300,7f4c74d711c0,262
7f4c9a97a300,7f4cc10caf40,270
7f4c9a97a300,7f4c7a035640,262
7f4c9a97a300,7f4c906127c0,270
7f4c9a97a300,7f4cc43ab040,432
7f4c6087ed40,7f4c60ccaa40,270
7f4c6087ed40,7f4cbe960500,274
7f4c6087ed40,7f4c5b5e2400,270
7f4c6087ed40,7f4ca13a02c0,262
7f4c6087ed40,7f4c7bb6f600,262
7f4c6087ed40,7f4cafd9fa40,270
7f4c6087ed40,7f4c6b1bbb40,270
7f4c6087ed40,7f4c84cfba00,278
7f4c6087ed40,7f4c8d2d1fc0,270
7f4c6087ed40,7f4cc271d9c0,270
7f4c6087ed40,7f4c519d8000,262
7f4c6087ed40,7f4c74d711c0,278
7f4c6087ed40,7f4cc10caf40,262
7f4c6087ed40,7f4c7a035640,278
7f4c6087ed40,7f4c906127c0,262
7f4c6087ed40,7f4cc43ab040,266
7f4c6087ed40,7f4c83703f80,262
7f4c6087ed40,7f4c63c4f4c0,272
7f4c6087ed40,7f4c8c9cd200,270
7f4c6087ed40,7f4cb15773c0,272
7f4c6087ed40,7f4c54bd4680,282
7f4c6087ed40,7f4c8b5b7040,282
7f4c6087ed40,7f4c4fe3c080,262
7f4c6087ed40,7f4c95ad9080,264
7f4c6087ed40,7f4cb7d0c740,270
7f4c6087ed40,7f4c9126a300,262
7f4c6087ed40,7f4c61c95380,270
7f4c6087ed40,7f4c7b9b9640,276
7f4c6087ed40,7f4c51bbdc80,270
7f4c6087ed40,7f4c52fe4f80,270
7f4c6087ed40,7f4c94298f80,280
7f4c6087ed40,7f4cb4896340,440
7f4cbaebf400,7f4c60ccaa40,270
7f4cbaebf400,7f4cbe960500,270
7f4cbaebf400,7f4c5b5e2400,270
7f4cbaebf400,7f4ca13a02c0,262
7f4cbaebf400,7f4c7bb6f600,262
7f4cbaebf400,7f4cafd9fa40,270
7f4cbaebf400,7f4c6b1bbb40,270
7f4cbaebf400,7f4c84cfba00,272
7f4cbaebf400,7f4c8d2d1fc0,262
7f4cbaebf400,7f4cc271d9c0,270
7f4cbaebf400,7f4c519d8000,264
7f4cbaebf400,7f4c74d711c0,278
7f4cbaebf400,7f4cc10caf40,262
7f4cbaebf400,7f4c7a035640,278
7f4cbaebf400,7f4c906127c0,262
7f4cbaebf400,7f4cc43ab040,262
7f4cbaebf400,7f4c83703f80,262
7f4cbaebf400,7f4c63c4f4c0,272
7f4cbaebf400,7f4c8c9cd200,262
7f4cbaebf400,7f4cb15773c0,262
7f4cbaebf400,7f4c54bd4680,270
7f4cbaebf400,7f4c8b5b7040,270
7f4cbaebf400,7f4c4fe3c080,262
7f4cbaebf400,7f4c95ad9080,262
7f4cbaebf400,7f4cb7d0c740,270
7f4cbaebf400,7f4c9126a300,264
7f4cbaebf400,7f4c61c95380,262
7f4cbaebf400,7f4c7b9b9640,272
7f4cbaebf400,7f4c51bbdc80,262
7f4cbaebf400,7f4c52fe4f80,262
7f4cbaebf400,7f4c94298f80,432
7f4c66b22580,7f4c60ccaa40,272
7f4c66b22580,7f4cbe960500,270
7f4c66b22580,7f4c5b5e2400,272
7f4c66b22580,7f4ca13a02c0,262
7f4c66b22580,7f4c7bb6f600,262
7f4c66b22580,7f4cafd9fa40,270
7f4c66b22580,7f4c6b1bbb40,270
7f4c66b22580,7f4c84cfba00,272
7f4c66b22580,7f4c8d2d1fc0,262
7f4c66b22580,7f4cc271d9c0,270
7f4c66b22580,7f4c519d8000,262
7f4c66b22580,7f4c74d711c0,278
7f4c66b22580,7f4cc10caf40,260
7f4c66b22580,7f4c7a035640,278
7f4c66b22580,7f4c906127c0,262
7f4c66b22580,7f4cc43ab040,262
7f4c66b22580,7f4c83703f80,262
7f4c66b22580,7f4c63c4f4c0,270
7f4c66b22580,7f4c8c9cd200,260
7f4c66b22580,7f4cb15773c0,262
7f4c66b22580,7f4c54bd4680,270
7f4c66b22580,7f4c8b5b7040,270
7f4c66b22580,7f4c4fe3c080,260
7f4c66b22580,7f4c95ad9080,262
7f4c66b22580,7f4cb7d0c740,270
7f4c66b22580,7f4c9126a300,262
7f4c66b22580,7f4c61c95380,260
7f4c66b22580,7f4c7b9b9640,270
7f4c66b22580,7f4c51bbdc80,260
7f4c66b22580,7f4c52fe4f80,260
7f4c66b22580,7f4c94298f80,430
7f4c9f2e26c0,7f4c60ccaa40,270
7f4c9f2e26c0,7f4cbe960500,270
7f4c9f2e26c0,7f4c5b5e2400,270
7f4c9f2e26c0,7f4ca13a02c0,262
7f4c9f2e26c0,7f4c7bb6f600,264
7f4c9f2e26c0,7f4cafd9fa40,270
7f4c9f2e26c0,7f4c6b1bbb40,268
7f4c9f2e26c0,7f4c84cfba00,272
7f4c9f2e26c0,7f4c8d2d1fc0,262
7f4c9f2e26c0,7f4cc271d9c0,268
7f4c9f2e26c0,7f4c519d8000,262
7f4c9f2e26c0,7f4c74d711c0,278
7f4c9f2e26c0,7f4cc10caf40,262
7f4c9f2e26c0,7f4c7a035640,430
7f4c8a7c75c0,7f4c60ccaa40,264
7f4c8a7c75c0,7f4cbe960500,262
7f4c8a7c75c0,7f4c5b5e2400,262
7f4c8a7c75c0,7f4ca13a02c0,270
7f4c8a7c75c0,7f4c7bb6f600,272
7f4c8a7c75c0,7f4cafd9fa40,260
7f4c8a7c75c0,7f4c6b1bbb40,260
7f4c8a7c75c0,7f4c84cfba00,262
7f4c8a7c75c0,7f4c8d2d1fc0,270
7f4c8a7c75c0,7f4cc271d9c0,260
7f4c8a7c75c0,7f4c519d8000,272
7f4c8a7c75c0,7f4c74d711c0,262
7f4c8a7c75c0,7f4cc10caf40,278
7f4c8a7c75c0,7f4c7a035640,262
7f4c8a7c75c0,7f4c906127c0,270
7f4c8a7c75c0,7f4cc43ab040,274
7f4c8a7c75c0,7f4c83703f80,272
7f4c8a7c75c0,7f4c63c4f4c0,262
7f4c8a7c75c0,7f4c8c9cd200,270
7f4c8a7c75c0,7f4cb15773c0,270
7f4c8a7c75c0,7f4c54bd4680,260
7f4c8a7c75c0,7f4c8b5b7040,262
7f4c8a7c75c0,7f4c4fe3c080,272
7f4c8a7c75c0,7f4c95ad9080,270
7f4c8a7c75c0,7f4cb7d0c740,260
7f4c8a7c75c0,7f4c9126a300,432
7f4cbf9111c0,7f4c60ccaa40,272
7f4cbf9111c0,7f4cbe960500,270
7f4cbf9111c0,7f4c5b5e2400,270
7f4cbf9111c0,7f4ca13a02c0,262
7f4cbf9111c0,7f4c7bb6f600,260
7f4cbf9111c0,7f4cafd9fa40,278
7f4cbf9111c0,7f4c6b1bbb40,270
7f4cbf9111c0,7f4c84cfba00,272
7f4cbf9111c0,7f4c8d2d1fc0,262
7f4cbf9111c0,7f4cc271d9c0,270
7f4cbf9111c0,7f4c519d8000,262
7f4cbf9111c0,7f4c74d711c0,272
7f4cbf9111c0,7f4cc10caf40,262
7f4cbf9111c0,7f4c7a035640,270
7f4cbf9111c0,7f4c906127c0,262
7f4cbf9111c0,7f4cc43ab040,264
7f4cbf9111c0,7f4c83703f80,264
7f4cbf9111c0,7f4c63c4f4c0,272
7f4cbf9111c0,7f4c8c9cd200,262
7f4cbf9111c0,7f4cb15773c0,262
7f4cbf9111c0,7f4c54bd4680,280
7f4cbf9111c0,7f4c8b5b7040,280
7f4cbf9111c0,7f4c4fe3c080,260
7f4cbf9111c0,7f4c95ad9080,262
7f4cbf9111c0,7f4cb7d0c740,430
7f4c751b6340,7f4c60ccaa40,272
7f4c751b6340,7f4cbe960500,270
7f4c751b6340,7f4c5b5e2400,270
7f4c751b6340,7f4ca13a02c0,264
7f4c751b6340,7f4c7bb6f600,262
7f4c751b6340,7f4cafd9fa40,278
7f4c751b6340,7f4c6b1bbb40,270
7f4c751b6340,7f4c84cfba00,274
7f4c751b6340,7f4c8d2d1fc0,266
7f4c751b6340,7f4cc271d9c0,270
7f4c751b6340,7f4c519d8000,262
7f4c751b6340,7f4c74d711c0,272
7f4c751b6340,7f4cc10caf40,262
7f4c751b6340,7f4c7a035640,272
7f4c751b6340,7f4c906127c0,264
7f4c751b6340,7f4cc43ab040,264
7f4c751b6340,7f4c83703f80,262
7f4c751b6340,7f4c63c4f4c0,272
7f4c751b6340,7f4c8c9cd200,266
7f4c751b6340,7f4cb15773c0,268
7f4c751b6340,7f4c54bd4680,288
7f4c751b6340,7f4c8b5b7040,288
7f4c751b6340,7f4c4fe3c080,262
7f4c751b6340,7f4c95ad9080,262
7f4c751b6340,7f4cb7d0c740,430
7f4c6f800640,7f4c60ccaa40,262
7f4c6f800640,7f4cbe960500,262
7f4c6f800640,7f4c5b5e2400,264
7f4c6f800640,7f4ca13a02c0,272
7f4c6f800640,7f4c7bb6f600,270
7f4c6f800640,7f4cafd9fa40,262
7f4c6f800640,7f4c6b1bbb40,262
7f4c6f800640,7f4c84cfba00,262
7f4c6f800640,7f4c8d2d1fc0,268
7f4c6f800640,7f4cc271d9c0,262
7f4c6f800640,7f4c519d8000,272
7f4c6f800640,7f4c74d711c0,262
7f4c6f800640,7f4cc10caf40,278
7f4c6f800640,7f4c7a035640,264
7f4c6f800640,7f4c906127c0,270
7f4c6f800640,7f4cc43ab040,272
7f4c6f800640,7f4c83703f80,270
7f4c6f800640,7f4c63c4f4c0,262
7f4c6f800640,7f4c8c9cd200,270
7f4c6f800640,7f4cb15773c0,270
7f4c6f800640,7f4c54bd4680,264
7f4c6f800640,7f4c8b5b7040,262
7f4c6f800640,7f4c4fe3c080,270
7f4c6f800640,7f4c95ad9080,272
7f4c6f800640,7f4cb7d0c740,262
7f4c6f800640,7f4c9126a300,278
7f4c6f800640,7f4c61c95380,432
7f4c50dcee40,7f4c60ccaa40,272
7f4c50dcee40,7f4cbe960500,270
7f4c50dcee40,7f4c5b5e2400,270
7f4c50dcee40,7f4ca13a02c0,262
7f4c50dcee40,7f4c7bb6f600,262
7f4c50dcee40,7f4cafd9fa40,270
7f4c50dcee40,7f4c6b1bbb40,270
7f4c50dcee40,7f4c84cfba00,272
7f4c50dcee40,7f4c8d2d1fc0,262
7f4c50dcee40,7f4cc271d9c0,270
7f4c50dcee40,7f4c519d8000,262
7f4c50dcee40,7f4c74d711c0,430
7f4c9a2a6c80,7f4c60ccaa40,270
7f4c9a2a6c80,7f4cbe960500,278
7f4c9a2a6c80,7f4c5b5e2400,432
7f4c79e2f200,7f4c60ccaa40,262
7f4c79e2f200,7f4cbe960500,264
7f4c79e2f200,7f4c5b5e2400,262
7f4c79e2f200,7f4ca13a02c0,270
7f4c79e2f200,7f4c7bb6f600,278
7f4c79e2f200,7f4cafd9fa40,262
7f4c79e2f200,7f4c6b1bbb40,262
7f4c79e2f200,7f4c84cfba00,268
7f4c79e2f200,7f4c8d2d1fc0,444
7f4c930bb4c0,7f4c60ccaa40,270
7f4c930bb4c0,7f4cbe960500,274
7f4c930bb4c0,7f4c5b5e2400,270
7f4c930bb4c0,7f4ca13a02c0,262
7f4c930bb4c0,7f4c7bb6f600,262
7f4c930bb4c0,7f4cafd9fa40,278
7f4c930bb4c0,7f4c6b1bbb40,270
7f4c930bb4c0,7f4c84cfba00,278
7f4c930bb4c0,7f4c8d2d1fc0,270
7f4c930bb4c0,7f4cc271d9c0,270
7f4c930bb4c0,7f4c519d8000,262
7f4c930bb4c0,7f4c74d711c0,272
7f4c930bb4c0,7f4cc10caf40,262
7f4c930bb4c0,7f4c7a035640,270
7f4c930bb4c0,7f4c906127c0,262
7f4c930bb4c0,7f4cc43ab040,266
7f4c930bb4c0,7f4c83703f80,262
7f4c930bb4c0,7f4c63c4f4c0,272
7f4c930bb4c0,7f4c8c9cd200,270
7f4c930bb4c0,7f4cb15773c0,272
7f4c930bb4c0,7f4c54bd4680,444
7f4c6cfd3280,7f4c60ccaa40,262
7f4c6cfd3280,7f4cbe960500,260
7f4c6cfd3280,7f4c5b5e2400,260
7f4c6cfd3280,7f4ca13a02c0,272
7f4c6cfd3280,7f4c7bb6f600,430
7f4c8134a6c0,7f4c60ccaa40,262
7f4c8134a6c0,7f4cbe960500,264
7f4c8134a6c0,7f4c5b5e2400,262
7f4c8134a6c0,7f4ca13a02c0,278
7f4c8134a6c0,7f4c7bb6f600,270
7f4c8134a6c0,7f4cafd9fa40,262
7f4c8134a6c0,7f4c6b1bbb40,262
7f4c8134a6c0,7f4c84cfba00,268
7f4c8134a6c0,7f4c8d2d1fc0,282
7f4c8134a6c0,7f4cc271d9c0,262
7f4c8134a6c0,7f4c519d8000,272
7f4c8134a6c0,7f4c74d711c0,264
7f4c8134a6c0,7f4cc10caf40,270
7f4c8134a6c0,7f4c7a035640,264
7f4c8134a6c0,7f4c906127c0,278
7f4c8134a6c0,7f4cc43ab040,278
7f4c8134a6c0,7f4c83703f80,278
7f4c8134a6c0,7f4c63c4f4c0,264
7f4c8134a6c0,7f4c8c9cd200,282
7f4c8134a6c0,7f4cb15773c0,284
7f4c8134a6c0,7f4c54bd4680,272
7f4c8134a6c0,7f4c8b5b7040,272
7f4c8134a6c0,7f4c4fe3c080,270
7f4c8134a6c0,7f4c95ad9080,430
7f4c78eba740,7f4c60ccaa40,262
7f4c78eba740,7f4cbe960500,262
7f4c78eba740,7f4c5b5e2400,264
7f4c78eba740,7f4ca13a02c0,272
7f4c78eba740,7f4c7bb6f600,270
7f4c78eba740,7f4cafd9fa40,262
7f4c78eba740,7f4c6b1bbb40,262
7f4c78eba740,7f4c84cfba00,262
7f4c78eba740,7f4c8d2d1fc0,268
7f4c78eba740,7f4cc271d9c0,262
7f4c78eba740,7f4c519d8000,272
7f4c78eba740,7f4c74d711c0,262
7f4c78eba740,7f4cc10caf40,278
7f4c78eba740,7f4c7a035640,264
7f4c78eba740,7f4c906127c0,270
7f4c78eba740,7f4cc43ab040,272
7f4c78eba740,7f4c83703f80,270
7f4c78eba740,7f4c63c4f4c0,262
7f4c78eba740,7f4c8c9cd200,270
7f4c78eba740,7f4cb15773c0,270
7f4c78eba740,7f4c54bd4680,264
7f4c78eba740,7f4c8b5b7040,262
7f4c78eba740,7f4c4fe3c080,270
7f4c78eba740,7f4c95ad9080,272
7f4c78eba740,7f4cb7d0c740,262
7f4c78eba740,7f4c9126a300,278
7f4c78eba740,7f4c61c95380,432
7f4c5ca0f480,7f4c60ccaa40,264
7f4c5ca0f480,7f4cbe960500,264
7f4c5ca0f480,7f4c5b5e2400,264
7f4c5ca0f480,7f4ca13a02c0,272
7f4c5ca0f480,7f4c7bb6f600,270
7f4c5ca0f480,7f4cafd9fa40,262
7f4c5ca0f480,7f4c6b1bbb40,262
7f4c5ca0f480,7f4c84cfba00,264
7f4c5ca0f480,7f4c8d2d1fc0,278
7f4c5ca0f480,7f4cc271d9c0,262
7f4c5ca0f480,7f4c519d8000,278
7f4c5ca0f480,7f4c74d711c0,262
7f4c5ca0f480,7f4cc10caf40,270
7f4c5ca0f480,7f4c7a035640,264
7f4c5ca0f480,7f4c906127c0,270
7f4c5ca0f480,7f4cc43ab040,434
7f4c5f6edf00,7f4c60ccaa40,272
7f4c5f6edf00,7f4cbe960500,274
7f4c5f6edf00,7f4c5b5e2400,270
7f4c5f6edf00,7f4ca13a02c0,260
7f4c5f6edf00,7f4c7bb6f600,262
7f4c5f6edf00,7f4cafd9fa40,278
7f4c5f6edf00,7f4c6b1bbb40,270
7f4c5f6edf00,7f4c84cfba00,276
7f4c5f6edf00,7f4c8d2d1fc0,270
7f4c5f6edf00,7f4cc271d9c0,270
7f4c5f6edf00,7f4c519d8000,262
7f4c5f6edf00,7f4c74d711c0,272
7f4c5f6edf00,7f4cc10caf40,262
7f4c5f6edf00,7f4c7a035640,270
7f4c5f6edf00,7f4c906127c0,262
7f4c5f6edf00,7f4cc43ab040,266
7f4c5f6edf00,7f4c83703f80,262
7f4c5f6edf00,7f4c63c4f4c0,272
7f4c5f6edf00,7f4c8c9cd200,270
7f4c5f6edf00,7f4cb15773c0,272
7f4c5f6edf00,7f4c54bd4680,444
7f4c84d6edc0,7f4c60ccaa40,264
7f4c84d6edc0,7f4cbe960500,262
7f4c84d6edc0,7f4c5b5e2400,262
7f4c84d6edc0,7f4ca13a02c0,272
7f4c84d6edc0,7f4c7bb6f600,268
7f4c84d6edc0,7f4cafd9fa40,264
7f4c84d6edc0,7f4c6b1bbb40,264
7f4c84d6edc0,7f4c84cfba00,266
7f4c84d6edc0,7f4c8d2d1fc0,280
7f4c84d6edc0,7f4cc271d9c0,262
7f4c84d6edc0,7f4c519d8000,278
7f4c84d6edc0,7f4c74d711c0,262
7f4c84d6edc0,7f4cc10caf40,270
7f4c84d6edc0,7f4c7a035640,264
7f4c84d6edc0,7f4c906127c0,270
7f4c84d6edc0,7f4cc43ab040,284
7f4c84d6edc0,7f4c83703f80,272
7f4c84d6edc0,7f4c63c4f4c0,262
7f4c84d6edc0,7f4c8c9cd200,278
7f4c84d6edc0,7f4cb15773c0,290
7f4c84d6edc0,7f4c54bd4680,270
7f4c84d6edc0,7f4c8b5b7040,270
7f4c84d6edc0,7f4c4fe3c080,430
7f4c8e1af540,7f4c60ccaa40,260
7f4c8e1af540,7f4cbe960500,260
7f4c8e1af540,7f4c5b5e2400,262
7f4c8e1af540,7f4ca13a02c0,270
7f4c8e1af540,7f4c7bb6f600,430
7f4cb650b540,7f4c60ccaa40,264
7f4cb650b540,7f4cbe960500,262
7f4cb650b540,7f4c5b5e2400,262
7f4cb650b540,7f4ca13a02c0,270
7f4cb650b540,7f4c7bb6f600,270
7f4cb650b540,7f4cafd9fa40,262
7f4cb650b540,7f4c6b1bbb40,262
7f4cb650b540,7f4c84cfba00,266
7f4cb650b540,7f4c8d2d1fc0,278
7f4cb650b540,7f4cc271d9c0,264
7f4cb650b540,7f4c519d8000,278
7f4cb650b540,7f4c74d711c0,264
7f4cb650b540,7f4cc10caf40,270
7f4cb650b540,7f4c7a035640,262
7f4cb650b540,7f4c906127c0,270
7f4cb650b540,7f4cc43ab040,282
7f4cb650b540,7f4c83703f80,270
7f4cb650b540,7f4c63c4f4c0,264
7f4cb650b540,7f4c8c9cd200,278
7f4cb650b540,7f4cb15773c0,442
7f4cb503e880,7f4c60ccaa40,272
7f4cb503e880,7f4cbe960500,430
7f4c74ca7740,7f4c60ccaa40,262
7f4c74ca7740,7f4cbe960500,260
7f4c74ca7740,7f4c5b5e2400,260
7f4c74ca7740,7f4ca13a02c0,270
7f4c74ca7740,7f4c7bb6f600,278
7f4c74ca7740,7f4cafd9fa40,262
7f4c74ca7740,7f4c6b1bbb40,262
